z153yi8,u5erb551yo,vbi5ustafos,v1sves1l,nj8d1js6mly,zw9u23wfoat,bslnykoygnx,ixet0uzuuoh,bcqe6tdkash,gnyebdyjsq,laedo3e,u3onbs8utn,910alza9eq,qvwwq8qe00,ykri3z1g,gds8lo,zy5q4ch85,snbu4rj,y02zr8iy,oep16bl,hvh8c4,fqs6141,vrhnlr48,v0zfxgo3xh8,47scottr,98nwv2,m8b70rwh
mc_ID_7267,"Single Male with one child, education: partial college working as manual",50K+,"Drinks from Beverages department, Ordered Brand : Token",29.6533,measure: 26.6008,3.052500000000002,yes,['Coffee Bar'],Price Cutters,smALL gRocERy,€4.2M,2.214 M,1423.37,2091.14,,265.98,amount: 363.0666,anapolis,GO,-16.37601369514842,-48.986790518438,SANTO ANDRE,SP,-23.665703457960586,measure: -46.51808196779969,5.0
mc_ID_7268,"Married Male with five children, education: bachelors degree working as professional",50K+,"Vegetables from Produce department, Ordered Brand : Tell Tale",10.8002,-999,2.9217000000000004,yes,"['Coffee Bar', 'Bar For Salad', 'Video Store', 'Florist', 'Ready Food']",Shelf Emptiers,gourmet,7.92 M,2.9304 M,,2199.2,465.54,310.3,616.4078,5AO PAULO,SP,-23.513829506520867,-46.689392687344906,sAo JOsE do Rio PreTO,SP,-20.80243626346376,measure: -49.39562406741489,data: 3.0
mc_ID_7269,"Single Male with three children, education: bachelors degree working as management",70000,"Vegetables from Frozen Foods department, Ordered Brand : Carrington",measure: 23.4028,data: 20.4957,data: 2.9071,yes,"['Bar For Salad', 'Ready Food']",Shelf Clearing Days,Supermarket,8.88 M,2.8416 M,2265.9,3689.29,853.22,568.75,554.903,rio de janeiro ,RJ,-22.89421244685208,-43.71546807493222,campo limpo paulista,Sp,-23.20706431353269,-46.760735214610754,4.0
mc_ID_7270,"Married_Male_with_No_children,_education:_High_School_degree_working_as_manual",Income: 30K+,"Carbonated Beverages from Beverages department, Ordered Brand : Excellent",val: 10.5822,,,yes,"['Florist', 'Coffee Bar']",Save It (Sale),Mid-Size,3.93 M,1.3755 M,,3204.75,,259.66,308.6746,sorocaba,SP,val: -23.448281036643923,-47.48873627920402,"SaO paUlo
",SP,-23.55684999916328,data: -46.56941527477062,5.0/5.0
mc_ID_7273,"Married Male with three children, education: partial high school working as manual",30K or more,"Jams and Jellies from Baking Goods department, Ordered Brand : CDR",,27.6183,,yes,[],Big Time Discounts,Supermarket,3.35 M,1.1725 M,,2811.99,457.36,303.39,310.662,sao paulo,"sp
",-23.58454739993657,-46.67456147821567,ribe1rao preto, SP ,-21.17121748495008,-47.81941847157649,5.0
mc_ID_7274,"Single Female with four children, education: partial high school working as skilled manual",10K+,"Vegetables from Produce department, Ordered Brand : Hermanos",15.5534,12.6317,2.9216999999999995,no,"['Florist', 'Bar For Salad', 'Coffee Bar', 'Ready Food']",Promo Big,de1uxe,"5.62 ,000,000",2.1356 M,2052.92,,654.13,436.8,267.3576,bauru,sp,val: -22.353379879537247,-49.05238433917126,Lauro De Freitas,BA,amount: -12.895112589380958,-38.33895999999978,2.0
mc_ID_7277,"Married Female with one child, education: high school degree working as skilled manual",30K+,"Bathroom Products from Health and Hygiene department, Ordered Brand : Steady",14.0272,data: 11.1054,2.921800000000001,yes,[],Sale Sale Sale,Mid-Size,4.35 M,1.305 M,2085.67,3391.8,783.64,522.49,739.4697,SAO PAULO,SP,data: -23.591501276992314,-46.5324646537596,rio de janeiro,rj,-22.87471779793991,-43.348188021524514,data: 5.0
mc_ID_7279,"Single Male with five children, education: bachelors degree working as professional",50K+,"Vegetables from Produce department, Ordered Brand : Ebony",-30.6708,29.2172,1.4536000000000016,no,['Coffee Bar'],Sale Sale Sale,Supermarket,5.64 M,2.3124 M,1236.07,1970.94,440.92,292.05,473.7334,resende,Rj,-22.47805071801601,-44.50608144601535,ibitiñga,5P,-21.7664768468313,-48.83154737836604,5.0
mc_ID_7281,"Single Female with four children, education: high school degree working as skilled manual",30K+,"Bread from Baked Goods department, Ordered Brand : Great",9.3611,7.9075,1.453600000000001,no,"['Bar For Salad', 'Ready Food']",Wallet Savers,Supermarket_,8.46 M,3.4686 M,2448.37,3230.1,470.27,313.55,324.8876,Altamira,P@,-3.2056389790715394,-52.208863809676046,"osasco
",5P,-23.57022881903173,-46.78203873576096,5.0
mc_ID_7282,"sINGLE mALE WITH ONE CHILD, EDUCATION: PARTIAL HIGH SCHOOL WORKING AS MANUAL, sINGLE mALE WITH ONE CHILD",€42K+,nil,13.5329,9.1722,4.3607,no,"['Florist', 'Coffee Bar', 'Bar For Salad', 'Ready Food', 'Video Store']",Save It (Sale),"Gourmet
",€6.4M,2.3343 M,1424.85,2201.49,465.54,310.3,427.7617,patu branco,PR,-26.205097456800125,-52.68373399514325,MARECHAL CANDIDO RONDON,PA,val: -24.549059297396184,-54.05157641917936,5.0
mc_ID_7283,"Married Female with three children, education: bachelors degree working as professional",Income: 50K+,"Paper Products from Household department, Ordered Brand : High Quality",15.2627,val: 10.9019,4.360800000000001,no,"['Florist', 'Bar For Salad', 'Coffee Bar', 'Ready Food', 'Video Store']",Sale : Double Down,Deluxe,10.12 M,3.1372 M,1525.28,2147.17,373.1,248.79,278.2883,tatui,sp,-23.351354573361085,-47.85525165880219,porto alegre,RS,-30.03215040714993,amount: -51.2325516998384,5.0
mc_ID_7284,"Married Male with No children, education: partial high school working as manual",10K+,"Dairy from Dairy department, Ordered Brand : Booker",19.0421,16.1349,2.907200000000003,no,['Coffee Bar'],Dimes Off,Supermarket,7.41 M,3.0381 M,1236.07,1966.52,,293.95,688.1634,Porto Alegre,RS,data: -30.04623721344161,-51.18559141220381,sao PAUlo,	SP,-23.62358155176294,val: -46.61056007369148,5.0
mc_ID_7286,"Single Male with five children, education: partial HS working as skilled manual",10K+ annually,"Meat from Deli department, Ordered Brand : Lake",17.8792,579.40 oz,1.4536000000000016,no,"['Bar For Salad', 'Ready Food', 'Video Store', 'Florist', 'Coffee Bar']",Go For It,Deluxe,3.06 M,1.3464 M,2038.11,2837.51,483.98,322.34,455.3761,sao paulo,SP,-23.46865919816495,-46.69248706287145,riO De jaNEirO,RJ,-22.93781597002137,-43.17619884430715,amount: 4.0
mc_ID_7289,"Single Female with four children, education: bachelors degree working as management, Single Female with four children",840+ monthly,"Eggs from Eggs department, Ordered Brand : Giant",15.8442,14.376,1.4682000000000013,yes,"['Florist', 'Coffee Bar', 'Ready Food', 'Bar For Salad', 'Video Store']",Dimes Off,Deluxe,€3.4M,1.4364 M,2038.03,2839.6,481.98,321.26,amount: 602.7575,SaO bErNardo dO camPO,sp,-23.699353075768943,-46.5600310818858,cascavel,PR,-24.9409988170985,-53.4931867821282,5.0
mc_ID_7290,"Single Female with four children, education: high school degree working as skilled manual",30K+,"Plastic Products from Household department, Ordered Brand : Cormorant",22.676,19.7689,2.9071,yes,"['Bar For Salad', 'Ready Food']",Wallet Savers,Supermarket,8.94 M,3.3078 M,2450.24,3235.17,470.27,313.55,324.8876,sorocaba,SP,-23.519223858733884,-47.474937078683126,,,,,5.0
mc_ID_7291,"Married Female with five children, education: High School degree working as manual",30K+,"Breakfast Foods from Breakfast Foods department, Ordered Brand : Best",,7.8785,,no,"['Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food']",, Gourmet,7.88 M,3.7824 M,1564.86,2206.99,385.45,256.97,474.0995,nossa senhora do socorro,SE,-10.894371116829834,-37.10996903604129,sao paulo,sp,-23.61411790980433,-46.60034800222169,5.0
mc_ID_7296,"MaRrIeD MaLe wItH No kIdS, eDuCaTiOn: HiGh sChOoL DeGrEe wOrKiNg aS PrOfEsSiOnAl",90K+,"Meat from Frozen Foods department, Ordered Brand : Imagine",amount: 14.4051,,,yes,"['Video Store', 'Bar For Salad', 'Coffee Bar', 'Ready Food', 'Florist']",Shelf Emptiers,,3.64 M,1.7108 M,1424.85,2204.13,465.54,310.3,amount: 616.4078,NoVA IgUacU,RJ,-22.761992463604912,data: -43.45087260605272,sao jose dos campos,SP,-23.20178111878932,-45.89567007799064,5.0
mc_ID_7297,"Single Male with four children, education: bachelors degree working as professional",$50K+,"Frozen Desserts from Frozen Foods department, Ordered Brand : PigTail",14.5359,,val: nan,yes,"['Ready Food', 'Bar For Salad', 'Coffee Bar', 'Florist', 'Video Store']",Big Time Saving,,12.92 M,5.9432 M,1424.85,2200.69,465.54,310.3,404.3836, M@riLAnDIA ,ES,data: -19.414377411904017,data: -40.54378716779125,riberao preto,SP,-21.16850440882337,-47.79370519233655,5.0
mc_ID_7298,"Single Female with four children, education: high school degree working as skilled manual",30K+,"Meat from Deli department, Ordered Brand : Lake",28.1997,23.6936,4.5061,yes,"['Ready Food', 'Bar For Salad']",Savings Galore,Supermarket,11.76 M,4.9392 M,2448.37,3232.45,470.27,,550.1437,jundiai,SP,-23.151712385018914,-46.97128780668247,SERRA NEGRA,SP,-22.596440207291085,-46.71196868822353,3.0
mc_ID_7299,"Single Male with one child, education: bachelors degree working as management",50K or more,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Pearl",16.8617,-12.5009,4.360799999999999,no,"['Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar']",GLD,Gourmet,"3.64 ,000,000",1.6744 M,1564.86,2212.07,,256.97,396.2248,curitiba,PR,val: -25.42173219426981,val: -49.23008343020366,bEBedouro,SP,-20.928623885001464,-48.49299639722605,4.0
mc_ID_7300,"Marrie Male with No children, education: partial High School working as skilled manual",€8K+,"Vegetables from Produce department, Ordered Brand : Tell Tale",21.0771,18.1699,2.907200000000003,no,"['Florist', 'Ready Food', 'Video Store', 'Bar For Salad', 'Coffee Bar']",Bag Stuffer,Deluxe,6.57 M,2.628 M,1734.5,2572.86,503.07,336.53,val: 662.2226,rio de janeiro,RJ,-22.904996178866543,val: -43.54317001176807,rio de janeiro,RJ,-22.920104850395337,-43.22138202997862,Rating: 5.0
mc_ID_7301,"Single Male with two children, education: high school degree working as skilled manual",50k,"Snack Foods from Snack Foods department, Ordered Brand : Horatio",,22.24,,yes,"['Bar For Salad', 'Florist', 'Video Store', 'Coffee Bar', 'Ready Food']",,Deluxe,2.46 M,1.1316 M,1733.71,2574.11,503.07,335.38,measure: 419.9167,USASCO,	Sp,-23.55182946462568,-46.78773577575158,CaMpo liMpO PAULIsTa,SP,-23.20706431353269,nil,
mc_ID_7302,"Married Female with two children, education: bachelors degree working as professional",50K+,"Cleaning Supplies from Household department, Ordered Brand : Red Wing",20.3503,17.4431,2.9072,no,"['Coffee Bar', 'Video Store', 'Florist', 'Bar For Salad', 'Ready Food']",Sale : Double Down,DELUXE,3.72 M,1.6368 M,1735.85,2569.0,,,265.6317,juiz de fora,Mg,-21.75964925062038,-43.353198256592975,brasilia,DF_,measure: -15.656754584921352,-47.808582687413306,1.0
mc_ID_7303,"Married Male with four children, education: high school degree working as professional",90K+,"Jams and Jellies from Baking Goods department, Ordered Brand : CDR",30.5255,27.6183,6.41 lbs,yes,[],Sales Days,Supermarket,2.01 M,0.6633 M,1623.48,2192.08,341.05,227.33,743.1307,caieiras ,SP,-23.36233213890305,-46.74058494125767,VARzEa PaULISTA,SP,-23.2256361212416,-46.8352505773309,4.0
mc_ID_7305,"Married Female with one child, education: graduate degree working as professional",70 Thousand,"Carbonated Beverages from Beverages department, Ordered Brand : Fabulous",17.8792,13.5184,4.360800000000001,no,['Coffee Bar'],Big Time Saving,Supermarket,6.84 M,2.736 M,1238.78,1973.24,440.92,295.8,710.234,sao pauIo,SP,-23.53685341271851,-46.57627420191585,Indaiatuba,SP,-23.089034640573622,val: -47.21441923786709,5.0
mc_ID_7306,"Married Female with one child, education: partial high school working as skilled manual",10K+,"Dairy from Dairy department, Ordered Brand : Gorilla",21.0771,18.1699,amount: 2.907200000000003,no,['Florist'],Price Destroyers,Supermarket,2.67 M,0.8277 M,1320.15,2187.5,523.32,348.85,710.8616,NiTEroi,RJ,-22.88248286955392,-43.0886607547753,sao paulo,SP,-23.70965016443733,-46.69257464205786,5.0
mc_ID_7309,"Married  Female  with  three  children,  education:  graduate  degree  working  as  professional",110 Thousand,"Bathroom Products from Health and Hygiene department, Ordered Brand : Bird Call",23.9843,measure: 19.6235,4.360800000000001,no,"['Bar For Salad', 'Florist', 'Coffee Bar', 'Video Store', 'Ready Food']",Shelf Emptiers, Gourmet,6.33 M,3.0384 M,1424.85,,465.54,310.3,564.2647,Sao Paulo,SP,-23.507094185123208,-46.50903325867046,C4Pivari,Sp,data: -23.0122137105142,data: -47.52203973160603,5.0
mc_ID_7312,"Married Female with one child, education: partial college working as clerical",30K+,"Pizza from Frozen Foods department, Ordered Brand : Golden",,,,yes,"['Florist', 'Coffee Bar', 'Video Store', 'Bar For Salad', 'Ready Food']",Save Price,Deluxa,1.92 M,0.672 M,1734.5,2572.86,503.07,337.24,419.9167,UbERaba,Mg,measure: -19.731044422960803,val: -47.9220591241417,Borda Da Mata,MG,-22.264093569966427,-46.15856420525942,5.0
mc_ID_7314,"Married Male with three children, education: high school degree working as management, education: high school degree working as management",130K+,"Dairy from Dairy department, Ordered Brand : Gorilla",15.1174,378.92 oz,4.375299999999999,yes,[],Price Winners,_Mid-Size,2.44 M,0.854 M,2819.7,,447.7,298.5,478.9634,resende,RJ,-22.46868075491955,-44.46342640674589,penapolis,SP,measure: -21.442124375537592,-50.07351408965658,5.0
mc_ID_7317,married male with three children; education: partial college working as clerical,30K+,"Hardware from Household department, Ordered Brand : Red Wing",13.7655,12.3119,1.4535999999999998,yes,"['Video Store', 'Ready Food', 'Coffee Bar', 'Florist', 'Bar For Salad']",Price Winners,Deluxe,2.46 M,0.7872 M,,2843.5,481.98,322.15,453.9117,RIo de JANEIRO,RJ,-22.86943483957529,-43.55443024078128,sorocaba,SP,-23.49636707533955,-47.43890030979464,3.0
mc_ID_7318,"Married Male with three children, education: high school degree working as manual",Income: 30K+,"Paper Products from Household department, Ordered Brand : Cormorant",,5.9743,,yes,[],,Supermarket,7.35 M,3.0135 M,2049.72,2816.77,457.36,304.91,325.6198,sao goncalo,Rj,-22.80945748522964,-43.0430013661409,tres coracoes,MG,data: -21.69216794221008,measure: -45.25804903964345,3.0/5.0
mc_ID_7319,"Married Female with two children, education: partial high school working as skilled manual",10K+,"Paper Products from Household department, Ordered Brand : Red Wing",687.07 oz,-16.4256,3.052500000000002,yes,"['Florist', 'Video Store', 'Coffee Bar', 'Ready Food', 'Bar For Salad']",Sale : Double Down,Deluxe,7.12 M,3.4888 M,1731.99,2574.73,503.07,335.38,265.6317,senedor amaral,mg,-22.58510664325798,-46.17503411261823,ibitinga,SP ,measure: -21.7664768468313,-48.83154737836604,2.0
mc_ID_7322,"Single Male with two children, education: high school degree working as skilled manual",30K+,"Candy from Snacks department, Ordered Brand : Choice",12.5736,9.6519,2.9217000000000013,no,[],Price Cutters,Mid-Size,3.2 M,1.216 M,2085.67,3391.8,783.64,524.28,data: 324.7307,sao jose,sç,-27.59180946782637,-48.62298221074738,jacutinga,MG,-22.28444973167148,-46.613499420805184,1.0
mc_ID_7323,"Single Female with four children, education: partial college working as professional",50K+,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel",-28.6358,-25.7286,2.9072,yes,"['Ready Food', 'Bar For Salad', 'Florist', 'Coffee Bar']",Weekend Discount,Gourmet,15.36 M,5.9904 M,1564.86,2205.8,385.45,256.97,470.177,FLORIANOPOLIS,SC,-27.609381931838456,-48.52161978907573,joinville,$c,-26.28314924562872,-48.85128463059032,5.0
mc_ID_7324,"Married Female with one child, education: high school degree working as manual",50K+,"Canned Soup from Canned Foods department, Ordered Brand : Bravo",26.8915,-22.5307,4.360800000000001,yes,['Coffee Bar'],Best Price Savers, Supermarket ,15.92 M,5.0944 M,1236.07,,440.92,,val: 349.2594,salvador,ba,data: -12.92147146220729,-38.3700553140468,s@lvador,BA,-12.990463226579363,-38.49876206529916,2.0
mc_ID_7325,"Married Male with five children, education: partial college working as skilled manual",30K+,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel",-0.1,21.8039,2.9072,yes,"['Video Store', 'Bar For Salad', 'Coffee Bar', 'Florist', 'Ready Food']",Super Savers,DELuxe,8.48 M,3.2224 M,1527.87,2144.46,373.1,248.79,€642.55,anaPO1IS,GO ,val: -16.32165886081413,-48.95921419375512,ribeirao preto,SP,val: -21.17121748495008,-47.81941847157649,4.0
mc_ID_7327,"Single Male with two children, education: partial college working as management",130K+,"Eggs from Eggs department, Ordered Brand : Jumbo",-0.1,7.8203,measure: nan,yes,"['Video Store', 'Ready Food', 'Coffee Bar', 'Florist', 'Bar For Salad']",,goUrmeT,8.04 M,2.814 M,,2203.96,465.54,310.3,£327.88,baruerl,_SP,-23.48757912274412,-46.89556419738859,tres rios,RJ,-22.114931849301893,-43.20418377871129,2.0
mc_ID_7328,"Married Female with one child, education: bachelors degree working as professional",50K+,"Candy from Snacks department, Ordered Brand : Choice",27.0368,24.1296,2.9072,yes,['Florist'],Big Time Discounts,Supermarket,"5.16 ,000,000",2.1156 M,1317.39,2194.3,523.32,347.25,765.7243,NITERUI,RJ,data: -22.90581654870452,-43.106988856771984,praia grande,SP,-24.026786758814687,-46.49304889148245,val: 4.0
mc_ID_7330,"Single Female with four children, education: high school degree working as manual",30K+,"Dairy from Dairy department, Ordered Brand : Gorilla",14.1144,11.2072,2.9072,yes,[],Price Winners,Supermarket,2.04 M,0.9588 M,2049.72,2811.99,457.36,304.91,599.358,resenda,RJ,-22.47805071801601,amount: -44.50608144601535,Francisco Beltrao,PR,-26.003670174999968,-53.23275043899997,
mc_ID_7331,"Married Male with two children, education: partial high school working as manual",€25K+,"Cold Remedies from Health and Hygiene department, Ordered Brand : Faux Products",data: 13.7946,10.8729,2.9217000000000013,yes,"['Video Store', 'Bar For Salad', 'Coffee Bar', 'Ready Food', 'Florist']",Sale Sale Sale,Deluxe,"4.65 ,000,000",1.86 M,,2150.94,375.1,248.54,722.6814,goiania,GO,-16.69462633839145,-49.20879619101376,anapolis,GO,-16.33674884233032,amount: -48.95262089320569,5.0
mc_ID_7334,"Single Male w/ one child, education: partial high school working as skilled manual",10K+,"Eggs from Eggs department, Ordered Brand : Blue Medal",28.3451,25.4379,2.9072,yes,"['Ready Food', 'Bar For Salad']",Shelf Clearing Days,Supermarket,6.57 M,3.2193 M,2265.9,3683.42,853.22,568.75,554.903,jundiai,SP,-23.192759454717024,-46.87833704570238,santa rita do sapucai,MG,measure: -22.243203015748463,-45.71330344759827,4.0
