Unnamed: 0,personDescription,min._yearly_income_info,data_customer_order,grossWeight,netWeight,is_recyclable?_field,additional_features_in_market_measure,PN,SK,store_sales,SC,GA,Store Area,field_frozen_area,field_meat_area,metric_cost,customer_city,CUS56,customer_lat,var_customer_lng,field_seller_city,seller_state,seller_lat_metric,seller_lng,REV54
mc_ID_12486,"Married Male with three children, education: high school degree working as skilled manual",30K+,"Snack Foods from Snack Foods department, Ordered Brand : Fast",15.5534,,no,"['Ready Food', 'Coffee Bar', 'Video Store', 'Bar For Salad', 'Florist']",Big Time Saving,Deluxe,12.0 M,3.72 M,1734.5,2568.99,503.07,337.08,279.5435,feliz,rs,-29.45865522641148,-51.30608476190055,sao paulo,SP,-23.62358155176294,-46.61056007369148,5.0
mc_ID_12488,"Married Female with two children, education: bachelors degree working as management",€59K+,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice",amount: nan,,yes,[],,,5.04 M,2.1672 M,1508.0,1887.7,227.8,152.48,733.1937,jaboatao dos guararapes,PE,-8.1699101140647,val: -34.9250627427098,belo horizonte,mg,-19.91624655709342,-43.93623364096637,5.0
mc_ID_12489,"Married Female with one child, education: high school degree working as professional",70K+,"Baking Goods from Baking Goods department, Ordered Brand : Landslide",30.6708,29.2172,yes,"['Florist', 'Coffee Bar', 'Video Store', 'Ready Food', 'Bar For Salad']",Price Slashers,DELUXE,7.28 M,2.7664 M,1734.5,2570.93,503.07,335.38,R$1556.47,s@o paulo,SP,-23.54936253344108,-46.53844163336026,Sao Paulo,Sp,amount: -23.7836170269202,-46.68314048987244,5.0
mc_ID_12490,"Single Male with one child, education: bachelors degree working as professional",90K+,"Paper Products from Household department, Ordered Brand : Sunset",14.8266,-10.4513,no,"['Florist', 'Coffee Bar']",Savings Galore,Mid-Size,4.29 M,1.4586 M,2550.1,3200.69,389.54,258.98,680.2138,Parag0Minas,PA,-2.9871835529890944,-47.35353570314082,sao paulo,SP,-23.71992046378896,-46.693208556754605,data: 1.0
missing,"Single Male with two children, education: partial high school working as management",90000,"Frozen Desserts from Frozen Foods department, Ordered Brand : Golden",26.1647,24.7111,yes,"['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Florist']",Save Price,deluxe,11.64 M,4.8888 M,2055.29,3144.59,654.13,436.09,584.191, altus ,	PI,-5.046021758936793,-42.44861075624933,colombo,Pr,-25.371298736141743,measure: -49.18823376385825,5.0
mc_ID_12495,"Married Male with three children, education: partial high school working as skilled manual",120+ monthly,"Breakfast Foods from Breakfast Foods department, Ordered Brand : Radius",,data: 13.3585,no,"['Bar For Salad', 'Ready Food', 'Florist', 'Coffee Bar']",Super Duper Savers,Deluxe,7.92 M,3.7224 M,2055.29,,654.13,436.09,measure: 364.2695,aparecida de goiania,G0,-16.82699691534916,-49.23009798401908,Goiañia,GO,-16.7130367660346,-49.30127628290576,5.0
mc_ID_12496,"Married Male with one child, education: partial high school working as manual",10K+,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",23.2575,21.8039,yes,[],Go For It,Supermarket,6.45 M,2.9025 M,2051.68,2810.67,459.36,303.1,measure: 509.6635,rio de janeiro,RJ,-22.923980497085807,-43.22589028129148,	karapicuiba,SP,-23.548007803126943,-46.8485750585056,100%
mc_ID_12497,"Married Male with three children, education: bachelors degree working as professional",Income: 10K+,"Vegetables from Produce department, Ordered Brand : Ebony",10.87 kg,6.5121,no,['Coffee Bar'],Two Day Sale,Small Grocery,4.42 M,1.768 M,2069.04,2623.39,330.83,,val: 695.067,Rec1Fe,PE,-8.088730319890189,-34.94218403571908,sao paulo,Sp,measure: -23.537511255832708,-46.63705730743676,data: 1.0
mc_ID_12498,"Single Female w/ two childran, education: partial high school working as professional",70K+,"Hot Beverages from Beverages department, Ordered Brand : Plato",24.275,,no,"['Bar For Salad', 'Florist', 'Coffee Bar', 'Ready Food']",Save Price,,$2.24 M,0.7168 M,2055.29,3145.32,,436.09,R$3213.05,braganca paulista,SP,-22.97993113988114,-46.54209659755325,sao paulo,sp,-23.575745041924048,-46.74085825118136,5.0
mc_ID_12499,"Single Male with three children, education: partial high school working as manual",120+ monthly,"Paper Products from Household department, Ordered Brand : High Quality",-10.6984,measure: 7.7913,yes,['Coffee Bar'],Weekend Discount,5uPeRmARkET,9.88 M,4.1496 M,1236.07,1971.78,440.92,293.95,364.1649,Itapecerica Da Serra,$P,-23.70404669608747,-46.851423799613336,guarulhos,Sp,-23.46530411469876,-46.51148732089968,5.0
mc_ID_12500,"mARRIED fEMALE WITH FIVE CHILDREN, EDUCATION: hs DEGREE WORKING AS SKILLED MANUAL",Income: 30K+,"Dairy from Dairy department, Ordered Brand : Carlson",28.4904,24.1296,yes,"['Coffee Bar', 'Bar For Salad', 'Florist', 'Ready Food']",Sale : Double Down,D3luxe,7.08 M,,2055.29,3145.51,654.13,436.09,500.7202,sao paulo,$P,-23.533965429366937,-46.6787591924808,taboao da serra,SP,-23.61030541993188,-46.78378189508913,5.0
mc_ID_12501,"Single Male with five children, education: high school degree working as professional",70K+,"Candles from Household department, Ordered Brand : Sunset",17.7338,13.3585,yes,[],Money Savers,Supermarket,2.24 M,0.7392 M,1505.58,,227.8,151.65,277.2423, guaRUJa,SP ,data: -23.94045703052688,amount: -46.28580088343238,sao paulo,_Sp,-23.5706181335045,amount: -46.50933181986844,measure: 1.0
mc_ID_12504,"Married Male with two children, education: bachelors degree working as professional, Married Male with two children.",50K+,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",23.4028,-20.4957,yes,"['Bar For Salad', 'Coffee Bar', 'Video Store', 'Florist', 'Ready Food']",One Day Sale,Deluxe,€13.2M,5.1216 M,1871.16,2860.68,593.93,395.95,360.3993,Piritiba,"BA
",amount: -11.733088856911984,-40.55720816085895,IbITInga,$P,-21.7664768468313,-48.83154737836604,5.0
mc_ID_12505,"SiNgLe mAlE WiTh fIvE ChIlDrEn, EdUcAtIoN: hIgH ScHoOl dEgReE WoRkInG As mAnUaL",€25K+,"Bathroom Products from Household department, Ordered Brand : Cormorant",,,yes,"['Coffee Bar', 'Video Store', 'Florist', 'Bar For Salad', 'Ready Food']",,,9.36 M,3.6504 M,1525.28,2147.17,,248.45,measure: 535.9181,montes claros,MG,-16.717108517212292,-43.8071416039463,penapolis,SP,-21.426570046543283,-50.06791761043272,2.0
mc_ID_12506,"Married Male with five children, education: high school degree working as professional",110K+,"Eggs from Eggs department, Ordered Brand : Urban",13.3876,10.4804,no,"['Ready Food', 'Video Store', 'Bar For Salad', 'Florist', 'Coffee Bar']",One Day Sale,Gourmet,2.62 M,1.179 M,1427.19,2196.53,,310.3,449.1524,Sao Paulo, SP ,data: -23.605675658895493,-46.74544468220901,recife,PE,-8.138173275583135,-34.9322264583223,5.0
mc_ID_12507,"Single Female with two children, education: bachelors degree working as professional, education: bachelors degree working as professional",90K+,"Vegetables from Produce department, Ordered Brand : Ebony",30.3801,27.3275,yes,[],One Day Sale,Supermarket,6.68 M,3.2064 M,2049.72,2811.99,457.36,304.71,amount: 486.7561,Congonhas,MG,-20.50410692238407,measure: -43.858586415220174,valimhos,SP,-22.94509412337182,-46.99793671529901,1.0
mc_ID_12508,"Single Male with two children, education: partial high school working as skilled manual",10K+,"Jams and Jellies from Baking Goods department, Ordered Brand : Plato",18.3153,,yes,"['Video Store', 'Florist', 'Bar For Salad', 'Coffee Bar', 'Ready Food']",Tip Top Savings,DeLuxe,13.32 M,3.996 M,2038.11,2839.6,481.98,320.44,416.2557,rio de janeiro,RJ,val: -22.935550840109503,-43.66020027560581,sao paulo,5P,-23.524194342489487,-46.613838068844046,1.0
mc_ID_12509,"Married Male with one child, education: bachelors degree working as management",70K+,"Fruit from Produce department, Ordered Brand : Tri-State",24.8564,,no,[],Two for One,,5.31 M,2.124 M,2049.72,,457.36,304.91,451.9766,cariacica,ES,-20.29753657631548,-40.40086853731229,limeira,SP,-22.541719708891844,-47.427681190013296,4.0
mc_ID_12512,"Single Female with two children, education: bachelors degree working as management",50 Thousand,"Vegetables from Frozen Foods department, Ordered Brand : PigTail",-14.3034,,yes,['Florist'],Big Time Discounts,,"3.32 ,000,000",1.5936 M,1317.69,,523.32,348.85,765.7243,SENhOr DO BONfim,BA ,measure: -10.466645277324735,-40.1859028071156, itaquaquecetuba,	SP,-23.48262344063541,-46.37448952833195,5.0
mc_ID_12513,"Married Male with four children , education: bachelors degree working as professional",600+ monthly,"Bathroom Products from Health and Hygiene department, Ordered Brand : Hilltop",29.67 lbs,12.0067,no,[],Weekend Discount,Supermarket,3.84 M,1.2672 M,1508.0,1890.26,227.8,150.3,735.1811,vinhedo,	SP,-23.01011064782791,-46.98368633960173,sao paulo,SP,-23.65111484251016,val: -46.75521082321932,5.0
mc_ID_12514,"Married Male with three kids, education: high school degree working as manual",30K+,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Portsmouth",23.6936,22.0946,yes,"['Ready Food', 'Bar For Salad']",Super Duper Savers,Supermarket_,11.37 M,5.2302 M,2265.79,3691.4,853.22,568.75,677.285,juiz de fora,MG,-21.73727210273418,-43.36175314903211,santo andre,$P,-23.63888466388715,-46.49858921994927,5.0
mc_ID_12516,"Married Female with one child, education: graduate degree working as professional",70K+,"Fruit from Produce department, Ordered Brand : Tri-State",22.676,data: 21.2225,yes,"['Coffee Bar', 'Ready Food', 'Video Store', 'Florist', 'Bar For Salad']",Lottery Cash Registerion,Deluxe,1.86 M,0.837 M,1734.5,2572.86,503.07,335.38,measure: 290.7357,porto velho,RO,-8.739220912299425,data: -63.87401052637239,sao bernardo do campu,SP,-23.71688471949829,-46.54199108267673,3.0
mc_ID_12517,"Single Male with four childern, education: High School degree working as manual",30K+,"Vegetables from Produce department, Ordered Brand : Hermanos",val: 27.1822,22821.40 grams,yes,['Coffee Bar'],Pick Your Savings,Supermarket,€8.6M,3.528 M,1236.07,1970.45,442.92,293.29,436.7573,sao pAUL0,$P,-23.684751650008693,-46.66874074701369,To Be Determined,SP,-21.185944576067463,-47.81498292186677,5.0
mc_ID_12518,Single Male with three children; education: partial high school working as professional,840+ monthly,"Breakfast Foods from Frozen Foods department, Ordered Brand : Big Time",20.2049,data: nan,no,"['Ready Food', 'Florist', 'Coffee Bar', 'Bar For Salad', 'Video Store']",Pick Your Savings, Deluxe,2.1 M,unknown,1871.42,,593.93,396.84,295.4427,caieiras,SP,-23.386882070268666,-46.714929518546434,piracicaba,SP,-22.71683928585045,-47.65736585405934,5.0
mc_ID_12521,"Single Female with one child, education: partial high school working as manual, education: partial high school working as manual",10K or more,"Specialty from Produce department, Ordered Brand : Ebony",27.3275,24.275,no,[],Full Free,Supermarket,7.17 M,2.5812 M,1508.0,1889.38,227.8,151.9,272.2738,belo horizonte,Mg,-19.891079580904844,-43.99423022788376,rio de jeneiro,RJ,-22.906800000000004,-43.176623145421054,5.0
mc_ID_12525,"SINGLEE FEMALE WITH FOUR CHILDREN, EDUCATION: PARTIAL COLLEGE WORKING AS MANAGEMENT",30K+,"Vegetables from Produce department, Ordered Brand : Tell Tale",,24.275,no,['Coffee Bar'],Double Your Savings,Supermarket,2.19 M,0.6789 M,1236.07,1969.34,440.92,292.08,493.8689,ubaraba,"MG
",-19.746147215890183,-47.94235360794509,ibitinga,SP,-21.7664768468313,val: -48.83154737836604,4.0
mc_ID_12528,"Single Female with two children, education: partial high school working as manual",$10K+,"Vegetables from Canned Foods department, Ordered Brand : Better",data: 23.1121,,no,"['Florist', 'Bar For Salad', 'Coffee Bar', 'Ready Food']",Price Winners,Gourmet,€7.2M,3.9054 M,,2204.0,385.45,,769.7514,	itabora1,RJ,-22.734001459672847,-42.86323433666325,ibitinga,SP,-21.7664768468313,-48.83154737836604,5.0
mc_ID_12530,"Single Male with four children, education: partial high school working as skilled manual",10K+,"Dairy from Dairy department, Ordered Brand : Club",20.9317,17.8792,yes,['Coffee Bar'],Dimes Off,"Smell Grocery
","6.88 ,000,000",3.3712 M,1426.13,2088.27,398.93,265.98,531.6295,CAL1FORNIA DA BARRA,RJ,-22.7590254379258,measure: -43.43554007329309,sao paulo,$p,-23.746252526227707,-46.677001782820696,val: 5.0
mc_ID_12531,"Single Female with four children, education: bachelors degree working as professional",1320+ monthly,"Plastic Products from Household department, Ordered Brand : Cormorant",,27.1822,no,['Coffee Bar'],,Supermarket,4.41 M,2.1609 M,1236.07,1970.94,440.92,,$364.16,RIO DE JANEIRO,rj,amount: -22.849190234260405,-43.39661390132156,Sao Paulo,sp,-23.554079433810344,amount: -46.53324185942636,val: 1.0
mc_ID_12532,"Married Male with one child, education: high school degree working as manual",30K+,"Candy from Snacks department, Ordered Brand : Gulf Coast",-31.6883,28.6358,yes,"['Ready Food', 'Bar For Salad', 'Florist', 'Coffee Bar']",Super Duper Savers,Deluxe,"3.18 ,000,000",1.3674 M,2055.57,3145.51,,436.09,,Tere5Ina,Pi,-5.0797298112511164,-42.73846672143717,bombinhas,Sc,-27.14294161449014,-48.50728684609616,3.0
mc_ID_12533,"Single Male with two children , education: partial college working as management",30K+,"Frozen Desserts from Frozen Foods department, Ordered Brand : Golden",data: 13.7946,12.3265,yes,['Coffee Bar'],Weekend Discount,Supermarkat,5.85 M,2.3985 M,1234.0,1970.94,440.92,294.65,measure: 364.1649,serranopolis do iguacu,PR,-25.413859104484555,-54.03657663610075,S@Nto Andre,$P,-23.665703457960586,measure: -46.51808196779969,5.0
mc_ID_12534,"Single Male with one child, education: high school degree working as professional",70K+ annually,"Candy from Snacks department, Ordered Brand : Musial",,10.6112,no,"['Ready Food', 'Coffee Bar', 'Bar For Salad', 'Video Store', 'Florist']",,Deluxe,12.56 M,5.024 M,1873.56,2861.13,593.93,,measure: 484.1411,itapecerica da serra,SP,-23.71199903862156,-46.85931236190325,recife,_PE,-8.138173275583135,amount: -34.9322264583223,4.0
mc_ID_12535,"Single Female with one child, education: graduate degree working as management",110K+,"Vegetables from Produce department, Ordered Brand : Tell Tale",12.1375,9.2303,no,['Coffee Bar'],Shelf Emptiers,smAll GrocerY,7.28 M,2.8392 M,1423.37,2088.27,400.93,265.98,amount: 532.1525,santos,sp,amount: -23.96705241661365,-46.33691592783774,Sante Rita do SaPuCAi,MG,-22.243203015748463,-45.71330344759827,4.0
mc_ID_12536,"Married Male with three children, education: bachelors degree working as professional",70K+,"Vegetables from Produce department, Ordered Brand : Tell Tale",30.8162,29.3626,no,['Florist'],Roller Savings (High) ,supermarket,$5.58 M,1.8414 M,1320.15,2192.32,525.32,348.85,532.6232,sao pedro da aldeia,RJ,-22.85230441655452,-42.06044413610292,monte siao,mg,-22.42880507067007,-46.569550269431765,4.0
mc_ID_12537,"Married Female with three children, education: partial college working as professional",30K+,"Magazines from Periodicals department, Ordered Brand : Mighty Good",-999.0,val: 20.3503,no,[],Tip Top Savings,Supermarket,9.8 M,4.018 M,2049.72,2807.08,457.36,,557.8318,diadema,Sp,-23.684721443793656,-46.58409388868383,Divinopolis,MG_,-20.146615317146374,-44.892591683425806,4.0
mc_ID_12539,"Single Female with two children, education: partial college working as manual, education: partial college working as manual",30K+,"Canned Soup from Canned Foods department, Ordered Brand : Better",23.2575,18.8967,yes,[],Big Time Discounts,Supermarket,1.89 M,0.5859 M,2049.72,2811.99,457.36,305.1,310.662,Cantagalo,Rj,-21.98155405522284,-42.36163387314294,maringa,PR,-23.377396999935016,-51.93100618003307,3.0
mc_ID_12540,"Married Female with two childern, education: High School degree working as manual",30K+,"Fruit from Produce department, Ordered Brand : Ebony",19.4781,17.8792,no,[],Full Free,sUpERmarKET,6.98 M,3.2806 M,1506.49,1887.7,227.8,151.94,272.2738,sao paulo,SP,-23.464562154596315,-46.69917502706442,jaguaRiUNA,SP,-22.68805598473656,amount: -46.98525572799933,5.0
mc_ID_12541,"Single Female with No kidren, education: partial high school working as manual",10K+,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel",27.4729,24.4204,yes,"['Florist', 'Ready Food', 'Bar For Salad', 'Coffee Bar', 'Video Store']",Save Price,deluxe,6.4 M,2.432 M,1734.5,2569.65,503.07,,measure: 419.9167,sao paulo,sp,data: -23.56251992561604,measure: -46.52186953205609,guarulhos,$P,-23.44007914793122,-46.51144923980033,val: 5.0
mc_ID_12544,"Single Female with three children, education: partial high school working as professional",110K+,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice",23.2575,20.3503,yes,['Coffee Bar'],Pick Your Savings,Supermarket ,$2.04 M,0.9384 M,1236.07,1975.03,440.92,294.8,436.7573,VALPARAI5O DE GOIAS,GO,-16.074361480514703,-47.98930591292997,Belo Horizonte,_mg,-19.91624655709342,-43.93623364096637,5.0
mc_ID_12545,"single female with two children, education: bachelors degree working as professional",90K+,"Breakfast Foods from Frozen Foods department, Ordered Brand : PigTail",21.3678,val: 18.3153,no,[],Price Winners,Supermarket,2.04 M,0.7344 M,,2811.99,457.36,306.89,val: 497.9483,sEnhoR DO BOnFIM,BA,-10.466645277324735,-40.1859028071156,ILHEUS,BA,-14.792528695183035,-39.05847824149158,5.0
mc_ID_12546,"SiNgLe fEmAlE WiTh oNe cHiLd, EdUcAtIoN: pArTiAl hIgH ScHoOl wOrKiNg aS PrOfEsSiOnAl",150K+,"Meat from Deli department, Ordered Brand : Moms",16.4256,-1.0,no,"['Video Store', 'Florist', 'Coffee Bar', 'Bar For Salad', 'Ready Food']",Price Slashers,Deluxe,3.12 M,1.4976 M,1734.5,2572.86,503.07,335.38,282.9953,Sao Paulo,SP,-23.56707530835592,-46.48746431848346,sao paulo,SP,measure: -23.51674732944774,-46.54818243075192,1.0
mc_ID_12547,"Married Male with four children, education: high school degree working as skilled manual",30000,"Bread from Baked Goods department, Ordered Brand : Colony",11.2072,8.3,no,['Florist'],Pick Your Savings,SUPermARkE7,$13.08 M,4.8396 M,1317.72,2192.19,523.32,348.5,769.6991,Cac4Pava,SP_,-23.098284219545235,-45.70330750943507,Sao Paulo,SP,-23.537511255832708,-46.63705730743676,5.0
